match_id,match_name,match_type,city,venue_id,venue,date,team_1,team_2,toss_winner,toss_decision,winner,result,player_of_match
1326,Pakistan tour of England,T20,,131,Birmingham,2024-05-25,64,80,80,field,England,by 23 runs,121
1327,Pakistan tour of England,T20,,193,London,2024-05-30,80,64,64,field,England,by 7 wickets,151
1328,Australia tour of England,T20,,106,Southampton,2024-09-11,14,64,64,field,Australia,by 28 runs,3
1329,Australia tour of England,T20,,105,Cardiff,2024-09-13,14,64,64,field,England,by 3 wickets,134
1330,Germany tour of Netherlands,T20,,188,Deventer,2023-08-14,76,53,53,field,Germany,by 9 wickets,1576
1331,Germany tour of Netherlands,T20,,188,Deventer,2023-08-14,53,76,53,bat,Guernsey,by 5 wickets,648
1332,Germany tour of Netherlands,T20,,188,Deventer,2023-08-15,76,53,76,bat,Guernsey,by 10 runs,649
1333,India tour of South Africa,T20,,194,Gqeberha,2023-12-12,47,10,10,field,South Africa,by 5 wickets,133
1334,India tour of South Africa,T20,,107,Johannesburg,2023-12-14,47,10,10,field,India,by 106 runs,1190
1335,Bangladesh tour of New Zealand,T20,,163,Napier,2023-12-27,24,66,66,field,Bangladesh,by 5 wickets,366
1336,Bangladesh tour of New Zealand,T20,,162,Mount Maunganui,2023-12-29,24,66,66,field,,no result,0
1337,Bangladesh tour of New Zealand,T20,,162,Mount Maunganui,2023-12-31,66,24,24,field,New Zealand,by 17 runs,95
1338,Pakistan tour of New Zealand,T20,,165,Auckland,2024-01-12,24,80,80,field,New Zealand,by 46 runs,457
1339,Pakistan tour of New Zealand,T20,,195,Hamilton,2024-01-14,24,80,80,field,New Zealand,by 21 runs,1148
1340,Pakistan tour of New Zealand,T20,,166,Dunedin,2024-01-17,24,80,80,field,New Zealand,by 45 runs,1148
1341,Pakistan tour of New Zealand,T20,,164,Christchurch,2024-01-19,80,24,24,field,New Zealand,by 7 wickets,457
1342,Pakistan tour of New Zealand,T20,,164,Christchurch,2024-01-21,80,24,80,bat,Pakistan,by 42 runs,567
1343,Australia tour of New Zealand,T20,,196,Wellington,2024-02-21,24,14,24,bat,Australia,by 6 wickets,461
1344,Australia tour of New Zealand,T20,,165,Auckland,2024-02-23,14,24,24,field,Australia,by 72 runs,8
1345,Australia tour of New Zealand,T20,,165,Auckland,2024-02-25,14,24,24,field,Australia,by 27 runs,2471
1347,Australia tour of India,T20,,169,Thiruvananthapuram,2023-11-26,47,14,14,field,India,by 44 runs,2506
1348,Australia tour of India,T20,,170,Guwahati,2023-11-28,47,14,14,field,Australia,by 5 wickets,195
1349,Australia tour of India,T20,,197,Raipur,2023-12-01,47,14,14,field,India,by 20 runs,55
1351,Croatia tour of Hungary,T20,,198,Szodliget,2023-08-05,84,15,84,bat,Hungary,by 145 runs,2627
1352,Croatia tour of Hungary,T20,,198,Szodliget,2023-08-06,15,84,15,bat,Hungary,by 7 wickets,2627
1353,Continental Cup,T20,,130,Ilfov County,2023-08-18,69,22,69,bat,Malta,by 8 wickets,1307
1354,Continental Cup,T20,,130,Ilfov County,2023-08-19,69,22,69,bat,Malta,by 4 wickets,1891
1355,Continental Cup,T20,,130,Ilfov County,2023-08-19,22,69,69,field,Romania,by 3 wickets,1176
1356,Continental Cup,T20,,130,Ilfov County,2023-08-20,22,69,69,field,Romania,by 9 wickets,1164
1357,Continental Cup,T20,,130,Ilfov County,2023-08-20,69,22,22,field,Romania,by 6 runs,1164
1358,Estonia tour of Gibraltar,T20,,185,Gibraltar,2023-09-30,75,36,36,field,Gibraltar,by 2 wickets,1380
1359,Estonia tour of Gibraltar,T20,,185,Gibraltar,2023-09-30,36,75,75,field,Estonia,by 8 wickets,2640
1360,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-15,2,46,2,bat,Kuwait,by 5 wickets,794
1361,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-15,51,78,78,field,Qatar,by 19 runs,2652
1362,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-16,78,46,46,field,Kuwait,by 8 wickets,803
1363,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-18,51,46,46,field,Qatar,by 1 runs,2650
1364,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-18,2,78,2,bat,Bahrain,by 6 wickets,2351
1365,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-19,78,42,42,field,Bahrain,by 1 runs,2351
1366,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-20,19,51,19,bat,United Arab Emirates,by 60 runs,255
1384,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-22,78,19,78,bat,Bahrain,by 3 runs,1708
1385,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-22,42,46,42,bat,Oman,by 68 runs,1433
1386,Gulf Cricket T20I Championship,T20,,142,Doha,2023-09-23,19,42,19,bat,Oman,by 5 wickets,229
1387,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2023-09-19,63,54,54,field,Malaysia,by 102 runs,723
1388,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2023-09-20,63,9,63,bat,Papua New Guinea,by 45 runs,275
1389,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2023-09-22,63,54,63,bat,Malaysia,by 23 runs,723
1390,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2023-09-23,63,9,63,bat,Papua New Guinea,by 4 wickets,2548
1391,Malaysia Tri-Nation T20I Series,T20,,191,Kuala Lumpur,2023-09-24,54,9,9,field,Papua New Guinea,by 1 wickets,891
1392,Asian Games Men's Cricket Competition,T20,,199,Hangzhou,2023-09-27,34,101,101,field,Nepal,by 273 runs,0
1393,Asian Games Men's Cricket Competition,T20,,199,Hangzhou,2023-10-03,47,34,47,bat,India,by 23 runs,0
1394,Asian Games Men's Cricket Competition,T20,,199,Hangzhou,2023-10-03,80,54,54,field,Pakistan,by 68 runs,0
1395,Asian Games Men's Cricket Competition,T20,,199,Hangzhou,2023-10-04,66,63,66,bat,Bangladesh,by 2 runs,0
1396,Asian Games Men's Cricket Competition,T20,,199,Hangzhou,2023-10-06,66,47,47,field,India,by 9 wickets,0
1397,Asian Games Men's Cricket Competition,T20,,199,Hangzhou,2023-10-07,80,66,66,field,Bangladesh,by 6 wickets,0
1398,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-09-28,51,46,46,field,Kuwait,by 7 wickets,792
1399,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-09-29,71,46,46,field,Kuwait,by 7 wickets,0
1400,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-10-01,71,51,51,field,Qatar,by 9 wickets,2649
1401,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-10-01,46,2,46,bat,Saudi Arabia,by 3 wickets,1034
1402,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-10-02,51,46,46,field,Kuwait,by 5 wickets,792
1403,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-10-02,71,2,71,bat,Saudi Arabia,by 9 wickets,1034
1404,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-10-04,71,46,46,field,Kuwait,by 8 wickets,803
1405,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-10-05,51,71,71,field,Qatar,by 42 runs,783
1406,ICC Men's T20 World Cup Sub Regional Asia Qualifier A,T20,,142,Doha,2023-10-05,2,46,46,field,Kuwait,by 4 wickets,803
1407,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2023-09-30,52,48,48,field,Bermuda,by 86 runs,825
1408,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2023-09-30,1,55,1,bat,Cayman Islands,by 7 wickets,859
1409,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2023-10-01,1,52,1,bat,Bermuda,by 7 wickets,1773
1410,ICC Men's T20 World Cup Americas Region Final,T20,,86,Hamilton,2023-10-01,48,55,48,bat,Canada,by 108 runs,868
1411,ICC Men's T20 World Cup Americas Region Final,T20,,200,Hamilton,2023-10-03,48,1,48,bat,Canada,by 163 runs,2352
1412,ICC Men's T20 World Cup Americas Region Final,T20,,200,Hamilton,2023-10-03,52,55,52,bat,Bermuda,by 53 runs,860
1413,ICC Men's T20 World Cup Americas Region Final,T20,,200,Hamilton,2023-10-04,48,55,48,bat,Canada,by 166 runs,2353
1414,ICC Men's T20 World Cup Americas Region Final,T20,,200,Hamilton,2023-10-04,1,52,52,field,Bermuda,by 5 wickets,827
1415,ICC Men's T20 World Cup Americas Region Final,T20,,200,Hamilton,2023-10-07,48,52,48,bat,Canada,by 39 runs,1823
1416,Serbia tour of Gibraltar,T20,,185,Gibraltar,2023-10-05,92,36,36,field,Gibraltar,by 7 wickets,955
1417,Serbia tour of Gibraltar,T20,,185,Gibraltar,2023-10-05,92,36,92,bat,Gibraltar,by 7 wickets,955
1418,Luxembourg tour of Gibraltar,T20,,185,Gibraltar,2023-10-15,36,98,98,field,Gibraltar,by 24 runs,1934
1419,Luxembourg tour of Gibraltar,T20,,185,Gibraltar,2023-10-15,98,36,98,bat,Luxembourg,by 11 runs,0
1420,West Africa Trophy,T20,,201,Lagos,2023-10-04,21,57,21,bat,Nigeria,by 54 runs,2305
1421,West Africa Trophy,T20,,201,Lagos,2023-10-04,87,89,89,field,Ghana,by 3 wickets,1397
1422,West Africa Trophy,T20,,201,Lagos,2023-10-05,21,87,87,field,Nigeria,by 63 runs,916
1423,West Africa Trophy,T20,,201,Lagos,2023-10-05,57,89,57,bat,"tie,1409",,
1424,West Africa Trophy,T20,,201,Lagos,2023-10-06,21,89,89,field,Nigeria,by 35 runs,1442
1425,West Africa Trophy,T20,,201,Lagos,2023-10-06,57,87,57,bat,Rwanda,by 33 runs,2740
1426,West Africa Trophy,T20,,201,Lagos,2023-10-07,57,21,21,field,Nigeria,by 6 wickets,0
1427,West Africa Trophy,T20,,201,Lagos,2023-10-08,87,21,87,bat,Nigeria,by 9 wickets,639
1428,West Africa Trophy,T20,,201,Lagos,2023-10-08,57,89,57,bat,Rwanda,by 47 runs,0
1429,West Africa Trophy,T20,,201,Lagos,2023-10-10,21,89,21,bat,Nigeria,by 82 runs,916
1430,West Africa Trophy,T20,,201,Lagos,2023-10-10,87,57,87,bat,Sierra Leone,by 2 runs,2299
1431,West Africa Trophy,T20,,201,Lagos,2023-10-11,89,21,21,field,Nigeria,by 5 wickets,631
1432,West Africa Trophy,T20,,201,Lagos,2023-10-11,87,57,87,bat,Rwanda,by 5 wickets,2490
1433,West Africa Trophy,T20,,201,Lagos,2023-10-12,89,57,89,bat,Rwanda,by 9 wickets,1409
1434,West Africa Trophy,T20,,201,Lagos,2023-10-12,21,87,87,field,Nigeria,by 53 runs,633
1435,West Africa Trophy,T20,,201,Lagos,2023-10-14,57,21,21,field,Nigeria,by 8 wickets,0
1436,West Africa Trophy,T20,,201,Lagos,2023-10-14,89,87,87,field,Ghana,by 5 runs,0
1437,West Africa Trophy,T20,,201,Lagos,2023-10-15,89,87,89,bat,Sierra Leone,by 6 wickets,0
1438,West Africa Trophy,T20,,201,Lagos,2023-10-15,21,57,21,bat,Nigeria,by 17 runs,631
1439,Nepal Tri-Nation T20I Series,T20,,202,Kathmandu,2023-10-18,19,34,34,field,Nepal,by 7 wickets,483
1440,Nepal Tri-Nation T20I Series,T20,,202,Kathmandu,2023-10-19,54,34,34,field,Nepal,by 6 wickets,405
1441,Nepal Tri-Nation T20I Series,T20,,202,Kathmandu,2023-10-21,34,54,34,bat,Nepal,by 79 runs,974
1442,Nepal Tri-Nation T20I Series,T20,,202,Kathmandu,2023-10-22,54,19,19,field,United Arab Emirates,by 6 wickets,255
1443,Nepal Tri-Nation T20I Series,T20,,202,Kathmandu,2023-10-23,19,34,34,field,Nepal,by 5 wickets,402
1444,Nepal Tri-Nation T20I Series,T20,,202,Kathmandu,2023-10-25,54,19,54,bat,Hong Kong,by 69 runs,29
1446,South American Men's Championships,T20,,203,,2023-10-18,6,102,6,bat,Mexico,by 5 wickets,2759
1447,South American Men's Championships,T20,,203,,2023-10-19,102,3,3,field,Argentina,by 4 wickets,1754
1448,South American Men's Championships,T20,,203,,2023-10-20,6,3,6,bat,Argentina,by 10 wickets,2772
1449,Zimbabwe tour of Namibia,T20,,114,Windhoek,2023-10-24,82,61,82,bat,Namibia,by 7 wickets,584
1450,Zimbabwe tour of Namibia,T20,,114,Windhoek,2023-10-25,61,82,82,field,Zimbabwe,by 5 wickets,63
1451,Zimbabwe tour of Namibia,T20,,148,Windhoek,2023-10-27,61,82,61,bat,Zimbabwe,by 6 wickets,63
1452,Zimbabwe tour of Namibia,T20,,148,Windhoek,2023-10-29,82,61,82,bat,Namibia,by 7 wickets,586
1453,Zimbabwe tour of Namibia,T20,,148,Windhoek,2023-10-30,61,82,82,field,Namibia,by 8 runs,588
1454,ICC Men’s T20 World Cup Asia Qualifier Final,T20,,202,Kathmandu,2023-10-30,78,19,19,field,United Arab Emirates,by 5 wickets,2483
1457,ICC Men’s T20 World Cup Asia Qualifier Final,T20,,202,Kathmandu,2023-10-30,54,46,46,field,Hong Kong,by 16 runs,2744
1459,ICC Men's T20 World Cup Asia Qualifier Final,T20,,202,Kathmandu,2023-10-31,78,54,54,field,Bahrain,by 20 runs,0
1461,ICC Men's T20 World Cup Asia Qualifier Final,T20,,202,Kathmandu,2023-10-31,46,19,46,bat,United Arab Emirates,by 5 wickets,2483
1463,ICC Men's T20 World Cup Asia Qualifier Final,T20,,202,Kathmandu,2023-11-02,19,54,54,field,United Arab Emirates,by 22 runs,1075
1465,ICC Men's T20 World Cup Asia Qualifier Final,T20,,202,Kathmandu,2023-11-02,78,46,46,field,Kuwait,by 4 wickets,1069
1467,ICC Men's T20 World Cup Asia Qualifier Final,T20,,202,Kathmandu,2023-11-03,19,34,19,bat,Nepal,by 8 wickets,1224
1469,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-22,59,57,57,field,Kenya,by 17 runs,618
1470,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-22,88,43,43,field,Uganda,by 8 wickets,599
1471,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-22,82,61,61,field,Namibia,by 7 wickets,584
1472,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-23,21,59,59,field,Kenya,by 4 wickets,1444
1473,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-23,88,82,82,field,Zimbabwe,by 9 wickets,976
1474,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-24,21,57,57,field,,no result,0
1475,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-24,43,61,61,field,Namibia,by 6 wickets,1436
1476,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-25,59,88,88,field,Kenya,by 50 runs,619
1477,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-25,61,57,57,field,Namibia,by 68 runs,584
1478,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-26,88,21,88,bat,Nigeria,by 3 wickets,1444
1479,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-26,82,43,43,field,Uganda,by 5 wickets,599
1480,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-27,21,43,21,bat,Uganda,by 9 wickets,598
1481,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-27,82,57,57,field,Zimbabwe,by 144 runs,63
1482,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-27,59,61,61,field,Namibia,by 6 wickets,589
1483,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-28,61,88,88,field,Namibia,by 58 runs,588
1484,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-29,21,82,21,bat,Zimbabwe,by 6 wickets,63
1485,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-29,88,57,57,field,Tanzania,by 51 runs,1659
1486,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-29,43,59,43,bat,Uganda,by 33 runs,1453
1487,ICC Men's T20 World Cup Africa Region Qualifier,T20,,148,Windhoek,2023-11-30,82,59,59,field,Zimbabwe,by 110 runs,63
1488,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-30,57,43,43,field,Uganda,by 9 wickets,2128
1489,ICC Men's T20 World Cup Africa Region Qualifier,T20,,114,Windhoek,2023-11-30,21,61,21,bat,Namibia,by 8 wickets,586
1490,Cambodia tour of Indonesia,T20,,204,Bali,2023-11-20,68,27,68,bat,Indonesia,by 7 wickets,2208
1491,Cambodia tour of Indonesia,T20,,204,Bali,2023-11-20,68,27,68,bat,Indonesia,by 8 wickets,2205
1492,Cambodia tour of Indonesia,T20,,204,Bali,2023-11-21,27,68,68,field,Cambodia,by 8 wickets,2792
1493,Cambodia tour of Indonesia,T20,,204,Bali,2023-11-21,27,68,68,field,Indonesia,by 104 runs,2209
1494,Cambodia tour of Indonesia,T20,,204,Bali,2023-11-22,27,68,68,field,Cambodia,by 7 wickets,2794
1495,Cambodia tour of Indonesia,T20,,204,Bali,2023-11-23,68,27,27,field,"Indonesia,0",,
1496,Ireland tour of Zimbabwe,T20,,5,Harare,2023-12-07,11,82,82,field,Zimbabwe,by 1 wickets,63
1497,Ireland tour of Zimbabwe,T20,,5,Harare,2023-12-09,82,11,11,field,Ireland,by 4 wickets,884
1498,Ireland tour of Zimbabwe,T20,,5,Harare,2023-12-10,82,11,11,field,Ireland,by 6 wickets,243
1499,Philippines tour of Indonesia,T20,,204,Bali,2023-12-22,25,27,27,field,Philippines,by 2 runs,1828
1500,Philippines tour of Indonesia,T20,,204,Bali,2023-12-23,25,27,27,field,Indonesia,by 10 wickets,2205
1501,Philippines tour of Indonesia,T20,,204,Bali,2023-12-23,27,25,25,field,Indonesia,by 20 runs,2212
1502,Philippines tour of Indonesia,T20,,204,Bali,2023-12-24,27,25,25,field,Philippines,by 8 wickets,504
1503,Philippines tour of Indonesia,T20,,204,Bali,2023-12-24,25,27,27,field,"tie,2220",,
1504,Philippines tour of Indonesia,T20,,204,Bali,2023-12-26,27,25,25,field,Philippines,by 7 wickets,2811
1505,Zimbabwe tour of Sri Lanka,T20,,115,Colombo,2024-01-14,82,4,4,field,Sri Lanka,by 3 wickets,295
1506,Zimbabwe tour of Sri Lanka,T20,,115,Colombo,2024-01-16,4,82,82,field,Zimbabwe,by 4 wickets,1210
1507,Zimbabwe tour of Sri Lanka,T20,,115,Colombo,2024-01-18,82,4,4,field,Sri Lanka,by 9 wickets,565
1508,ICC Men's T20 World Cup,T20,,205,Dallas,2024-06-01,48,17,17,field,United States of America,by 7 wickets,534
1509,ICC Men's T20 World Cup,T20,,82,Providence,2024-06-02,9,28,28,field,West Indies,by 5 wickets,1441
1510,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-02,42,61,61,field,"tie,1436",,
1511,ICC Men's T20 World Cup,T20,,206,New York,2024-06-03,4,10,4,bat,South Africa,by 6 wickets,711
1512,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-04,49,64,49,bat,,no result,0
1513,ICC Men's T20 World Cup,T20,,205,Dallas,2024-06-04,34,62,62,field,Netherlands,by 6 wickets,1804
1514,ICC Men's T20 World Cup,T20,,206,New York,2024-06-05,11,47,47,field,India,by 8 wickets,57
1515,ICC Men's T20 World Cup,T20,,82,Providence,2024-06-05,9,43,43,field,Uganda,by 3 wickets,599
1516,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-05,14,42,42,field,Australia,by 39 runs,197
1517,ICC Men's T20 World Cup,T20,,205,Dallas,2024-06-06,80,17,17,field,"tie,531",,
1518,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-06,61,49,61,bat,Scotland,by 5 wickets,256
1519,ICC Men's T20 World Cup,T20,,206,New York,2024-06-07,48,11,11,field,Canada,by 12 runs,919
1520,ICC Men's T20 World Cup,T20,,205,Dallas,2024-06-07,4,66,66,field,Bangladesh,by 2 wickets,2404
1521,ICC Men's T20 World Cup,T20,,206,New York,2024-06-08,62,10,10,field,South Africa,by 4 wickets,130
1522,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-08,14,64,64,field,Australia,by 36 runs,9
1523,ICC Men's T20 World Cup,T20,,82,Providence,2024-06-08,28,43,28,bat,West Indies,by 134 runs,1202
1524,ICC Men's T20 World Cup,T20,,206,New York,2024-06-09,47,80,80,field,India,by 6 runs,57
1525,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-09,42,49,42,bat,Scotland,by 7 wickets,2535
1526,ICC Men's T20 World Cup,T20,,206,New York,2024-06-10,10,66,10,bat,South Africa,by 4 runs,344
1527,ICC Men's T20 World Cup,T20,,206,New York,2024-06-11,48,80,80,field,Pakistan,by 7 wickets,188
1528,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-11,61,14,14,field,Australia,by 9 wickets,9
1529,ICC Men's T20 World Cup,T20,,206,New York,2024-06-12,17,47,47,field,India,by 7 wickets,1488
1530,ICC Men's T20 World Cup,T20,,153,Tarouba,2024-06-12,28,24,24,field,West Indies,by 13 runs,456
1531,ICC Men's T20 World Cup,T20,,207,Kingstown,2024-06-13,66,62,62,field,Bangladesh,by 25 runs,80
1532,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-13,42,64,64,field,England,by 8 wickets,151
1533,ICC Men's T20 World Cup,T20,,207,Kingstown,2024-06-14,10,34,34,field,South Africa,by 1 runs,133
1534,ICC Men's T20 World Cup,T20,,153,Tarouba,2024-06-14,43,24,24,field,New Zealand,by 9 wickets,105
1535,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-15,64,61,61,field,England,by 41 runs,1205
1538,ICC Men's T20 World Cup,T20,,207,Kingstown,2024-06-16,66,34,34,field,Bangladesh,by 21 runs,2621
1540,ICC Men's T20 World Cup,T20,,153,Tarouba,2024-06-17,9,24,24,field,New Zealand,by 7 wickets,98
1541,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-19,10,17,17,field,South Africa,by 18 runs,107
1543,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-20,66,14,14,field,Australia,by 28 runs,8
1545,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-21,17,28,28,field,West Indies,by 9 wickets,1441
1546,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-22,47,66,66,field,India,by 50 runs,158
1547,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-23,17,64,64,field,England,by 10 wickets,151
1548,ICC Men's T20 World Cup,T20,,143,North Sound,2024-06-23,28,10,10,field,South Africa,by 3 wickets,133
1550,ICC Men's T20 World Cup,T20,,82,Providence,2024-06-27,47,64,64,field,India,by 68 runs,55
1551,ICC Men's T20 World Cup,T20,,112,Bridgetown,2024-06-29,47,10,47,bat,India,by 7 runs,155
1552,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-01-27,81,68,68,field,Cambodia,by 7 wickets,2795
1553,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-01-28,68,91,68,bat,Cambodia,by 93 runs,2832
1554,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-01,27,29,29,field,Indonesia,by 16 runs,2207
1555,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-02,90,71,90,bat,Singapore,by 41 runs,770
1556,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-02,32,40,40,field,Japan,by 46 runs,2203
1557,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-03,29,2,2,field,Saudi Arabia,by 8 wickets,1717
1558,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-03,27,68,27,bat,Cambodia,by 6 wickets,2795
1559,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-04,90,40,90,bat,Thailand,by 7 wickets,2088
1560,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-04,32,71,32,bat,Japan,by 42 runs,2197
1561,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-05,2,27,2,bat,Saudi Arabia,by 82 runs,1034
1562,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-06,90,32,32,field,Singapore,by 34 runs,776
1563,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-06,71,40,71,bat,Thailand,by 8 wickets,2584
1564,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-07,27,40,40,field,Thailand,by 7 wickets,2584
1565,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-07,71,29,71,bat,Maldives,by 32 runs,1014
1566,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-09,32,2,2,field,Saudi Arabia,by 10 wickets,2357
1567,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-09,90,68,90,bat,Cambodia,by 6 wickets,2792
1568,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-11,32,90,90,field,Singapore,by 8 wickets,901
1569,Asian Cricket Council Men's Challenger Cup,T20,,208,Bangkok,2024-02-11,68,2,2,field,Saudi Arabia,by 5 wickets,1706
1570,East Asia Cup,T20,,183,Mong Kok,2024-02-14,54,91,54,bat,Hong Kong,by 123 runs,30
1571,East Asia Cup,T20,,183,Mong Kok,2024-02-14,32,54,32,bat,Hong Kong,by 7 wickets,1082
1572,East Asia Cup,T20,,183,Mong Kok,2024-02-15,32,91,32,bat,Japan,by 180 runs,2196
1573,East Asia Cup,T20,,183,Mong Kok,2024-02-15,54,32,54,bat,Hong Kong,by 27 runs,2074
1574,East Asia Cup,T20,,183,Mong Kok,2024-02-16,91,54,91,bat,Hong Kong,by 10 wickets,894
1575,East Asia Cup,T20,,183,Mong Kok,2024-02-16,32,91,32,bat,Japan,by 44 runs,2552
1576,East Asia Cup,T20,,183,Mong Kok,2024-02-17,54,32,32,field,Hong Kong,by 34 runs,27
1577,Sri Lanka tour of Bangladesh,T20,,47,Sylhet,2024-03-04,4,66,66,field,Sri Lanka,by 3 runs,1229
1578,Sri Lanka tour of Bangladesh,T20,,47,Sylhet,2024-03-06,4,66,66,field,Bangladesh,by 8 wickets,821
1579,Sri Lanka tour of Bangladesh,T20,,47,Sylhet,2024-03-09,4,66,66,field,Sri Lanka,by 28 runs,1240
1580,India tour of Zimbabwe,T20,,5,Harare,2024-07-06,82,47,47,field,Zimbabwe,by 13 runs,63
1581,India tour of Zimbabwe,T20,,5,Harare,2024-07-07,47,82,47,bat,India,by 100 runs,2852
1582,India tour of Zimbabwe,T20,,5,Harare,2024-07-10,47,82,47,bat,India,by 23 runs,351
1583,India tour of Zimbabwe,T20,,5,Harare,2024-07-13,82,47,47,field,India,by 10 wickets,2506
1584,India tour of Zimbabwe,T20,,5,Harare,2024-07-14,47,82,82,field,India,by 42 runs,751
1585,Quadrangular Twenty20 Series (Thailand),T20,,208,Bangkok,2024-02-12,29,40,29,bat,Thailand,by 10 wickets,2585
1586,Quadrangular Twenty20 Series (Thailand),T20,,208,Bangkok,2024-02-12,2,71,2,bat,Saudi Arabia,by 98 runs,2341
1587,Quadrangular Twenty20 Series (Thailand),T20,,208,Bangkok,2024-02-13,40,2,2,field,Saudi Arabia,by 5 wickets,1035
